JournalCode|JournalLib|EcritureNum|EcritureDate|CompteNum|CompteLib|CompAuxNum|CompAuxLib|PieceRef|PieceDate|EcritureLib|Debit|Credit|EcritureLet|DateLet|ValidDate|Montantdevise|Idevise
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|0,50|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|0,50|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-049 FG|20180201|D-2018-049 : NDF Laetitia Guibert 2/2018 (FG)|55,00|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFGUI|Notes de frais Laetitia Guibert|D-2018-047 FI|20180101|D-2018-047 : NDF Laetitia Guibert 1/2018 (FI)|0|23,07|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|13,24|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|13,64|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|52,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|13,02|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|12,59|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|11,78|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|12,05|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|52,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|47,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|17,10|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|17,10|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|17,10|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|25,54|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|46,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|43,60|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|11,40|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|11,40|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,05|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,21|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,26|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|0,93|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|0,87|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-047 FI|20180101|D-2018-047 : NDF Laetitia Guibert 1/2018 (FI)|23,07|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFGUI|Notes de frais Laetitia Guibert|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|0|464,48|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,70|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,80|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|8,40|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|9,60|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,80|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,80|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,80|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-046 FG|20180101|D-2018-046 : NDF Laetitia Guibert 1/2018 (FG)|1,80|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-051 FG|20180101|D-2018-051 : NDF Pierre Boniface 1/2018 (FG)|6,67|0|||20180301||
AC|Journal des achats||20180101|60600000|Achats non stockés|60627000|Carburant|D-2018-051 FG|20180101|D-2018-051 : NDF Pierre Boniface 1/2018 (FG)|33,33|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|40,91|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|45,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|55,00|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|38,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|25,13|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|18,46|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|21,35|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|55,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|57,00|0|||20180301||
AC|Journal des achats||20180101|42100000|Personnel - rémunérations dues|421NFPB|Notes de frais Pierre Boniface|D-2018-051 FG|20180101|D-2018-051 : NDF Pierre Boniface 1/2018 (FG)|0|164,80|||20180301||
AC|Journal des achats||20180205|61600000|Primes d'assurances|61610000|Assurance multirisque|D-2018-0066 Conseil|20180205|D-2018-0066 : Groupama Mutuelles Regularisation 2017|1024,27|0|||20180301||
AC|Journal des achats||20180201|62600000|Frais postaux et de télécommunications|626|Frais postaux et de télécommunications|D-2018-067 FG|20180201|D-2018-067 : NDF Pierre Boniface 2/2018 (FG)|156,00|0|||20180301||
AC|Journal des achats||20180201|42100000|Personnel - rémunérations dues|421NFPB|Notes de frais Pierre Boniface|D-2018-067 FG|20180201|D-2018-067 : NDF Pierre Boniface 2/2018 (FG)|0|156,00|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|58,14|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|89,00|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|17,10|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|11,92|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|1,77|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|1,80|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|1,80|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|1,53|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|1,29|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|0,80|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|1,26|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|1,90|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|2,38|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|7,67|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|7,97|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|6,15|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|4,09|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|2,60|0|||20180301||
AC|Journal des achats||20180101|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-068 FC|20180101|D-2018-068 : NDF Geoffroy Murat 1/2018 (FC)|3,30|0|||20180301||
AC|Journal des achats||20180101|40100000|Fournisseurs|401GROUP|Groupama|D-2018-0065 Conseil|20180101|D-2018-0065 : Assurance Locaux|0|91,50|||20180301||
AC|Journal des achats||20180205|40100000|Fournisseurs|401GROUP|Groupama|D-2018-0066 Conseil|20180205|D-2018-0066 : Groupama Mutuelles Regularisation 2017|0|1024,27|||20180301||
AC|Journal des achats||20180110|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0057 FG|20180110|D-2018-0057 : Iphone via BackMarket 250e|41,70|0|||20180301||
AC|Journal des achats||20180110|60600000|Achats non stockés|60630000|Achats de petit équipement|D-2018-0057 FG|20180110|D-2018-0057 : Iphone via BackMarket 250e|208,30|0|||20180301||
AC|Journal des achats||20180124|40100000|Fournisseurs|401BOXTA|BOXTALE|D-2018-0056 FG|20180124|D-2018-0056 : Boxtal envoi AO 13,78|0|13,78|A||20180301||
AC|Journal des achats||20180110|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS|D-2018-0057 FG|20180110|D-2018-0057 : Iphone via BackMarket 250e|0|250,00|DX||20180301||
AC|Journal des achats||20180117|60600000|Achats non stockés|60630000|Achats de petit équipement|D-2018-0058 FG|20180117|D-2018-0058 : Ordinateur c discount 744,97e|620,81|0|||20180301||
AC|Journal des achats||20180101|61600000|Primes d'assurances|61610000|Assurance multirisque|D-2018-0065 Conseil|20180101|D-2018-0065 : Assurance Locaux|91,50|0|||20180301||
AC|Journal des achats||20180117|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0058 FG|20180117|D-2018-0058 : Ordinateur c discount 744,97e|124,16|0|||20180301||
AC|Journal des achats||20180124|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0056 FG|20180124|D-2018-0056 : Boxtal envoi AO 13,78|1,90|0|||20180301||
AC|Journal des achats||20180124|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0056 FG|20180124|D-2018-0056 : Boxtal envoi AO 13,78|11,88|0|||20180301||
AC|Journal des achats||20180101|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0054 FG|20180101|D-2018-0054 : ovh voip 8,93e|1,49|0|||20180301||
AC|Journal des achats||20180101|62600000|Frais postaux et de télécommunications|62660000|OVH hébergement|D-2018-0054 FG|20180101|D-2018-0054 : ovh voip 8,93e|7,44|0|||20180301||
AC|Journal des achats||20180101|40100000|Fournisseurs|401OVH|OVH|D-2018-0054 FG|20180101|D-2018-0054 : ovh voip 8,93e|0|8,93|N||20180301||
AC|Journal des achats||20180125|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-0055 Conseil|20180125|D-2018-0055 : adobe 17,99e|14,99|0|||20180301||
AC|Journal des achats||20180125|40100000|Fournisseurs|401ADOBE|Adobe|D-2018-0055 Conseil|20180125|D-2018-0055 : adobe 17,99e|0|17,99|R||20180301||
AC|Journal des achats||20180125|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0055 Conseil|20180125|D-2018-0055 : adobe 17,99e|3,00|0|||20180301||
AC|Journal des achats||20180122|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-0059 FG|20180122|D-2018-0059 : Microsoft abonnement|8,80|0|||20180301||
AC|Journal des achats||20180117|40100000|Fournisseurs|401CDISC|CDISCOUNT|D-2018-0058 FG|20180117|D-2018-0058 : Ordinateur c discount 744,97e|0|744,97|A||20180301||
AC|Journal des achats||20180126|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0063 Conseil|20180126|D-2018-0063 : Boxtal Envoi AO croix rouge|2,30|0|||20180301||
AC|Journal des achats||20180130|40100000|Fournisseurs|401ZEN|zendesk|D-2018-0062 Web|20180130|D-2018-0062 : Abonnement annuel|0|361,02|||20180301||
AC|Journal des achats||20180126|40100000|Fournisseurs|401BOXTA|BOXTALE|D-2018-0063 Conseil|20180126|D-2018-0063 : Boxtal Envoi AO croix rouge|0|13,78|||20180301||
AC|Journal des achats||20180126|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0064 FG|20180126|D-2018-0064 : Boxtal envoi recommande 14,96e|12,46|0|||20180301||
AC|Journal des achats||20180126|40100000|Fournisseurs|401BOXTA|BOXTALE|D-2018-0064 FG|20180126|D-2018-0064 : Boxtal envoi recommande 14,96e|0|14,96|||20180301||
AC|Journal des achats||20180126|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0064 FG|20180126|D-2018-0064 : Boxtal envoi recommande 14,96e|2,50|0|||20180301||
AC|Journal des achats||20180130|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-0062 Web|20180130|D-2018-0062 : Abonnement annuel|361,02|0|||20180301||
AC|Journal des achats||20180126|62600000|Frais postaux et de télécommunications|62610000|Frais d'affranchissements|D-2018-0063 Conseil|20180126|D-2018-0063 : Boxtal Envoi AO croix rouge|11,48|0|||20180301||
AC|Journal des achats||20180108|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0060 FG|20180108|D-2018-0060 : Cotisation annuelle santé au travail|86,78|0|||20180301||
AC|Journal des achats||20180123|40100000|Fournisseurs|401DIVER|FOURNISSEUR DIVERS|D-2018-0061 FG|20180123|D-2018-0061 : Leads sur Manageo|0|300,14|||20180301||
AC|Journal des achats||20180122|40100000|Fournisseurs|401MIC|Microsoft|D-2018-0059 FG|20180122|D-2018-0059 : Microsoft abonnement|0|8,80|G||20180301||
AC|Journal des achats||20180108|40100000|Fournisseurs|401SSTS|Service de Santé au Travail en Savoie|D-2018-0060 FG|20180108|D-2018-0060 : Cotisation annuelle santé au travail|0|520,66|||20180301||
AC|Journal des achats||20180108|64800000|Autres charges de personnel|64811000|Autres charges de personnel|D-2018-0060 FG|20180108|D-2018-0060 : Cotisation annuelle santé au travail|433,88|0|||20180301||
AC|Journal des achats||20180123|60600000|Achats non stockés|60640000|Achats fournitures administatives|D-2018-0061 FG|20180123|D-2018-0061 : Leads sur Manageo|250,12|0|||20180301||
AC|Journal des achats||20180123|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-0061 FG|20180123|D-2018-0061 : Leads sur Manageo|50,02|0|||20180301||
VE|Journal des ventes||20180206|41100000|Clients|411ESCD|ESC Djon|2018-023 FC|20180206|2018-023 : Cours Ethique et RSE 2017 - Dijon|3378,24|0|||20180301||
VE|Journal des ventes||20180206|70600000|Prestations de services|70600310|Outils formation continue|2018-024 FC|20180206|2018-024 : Cours Ethique et RSE 2017 - Lyon|0|1200,00|||20180301||
VE|Journal des ventes||20180206|70600000|Prestations de services|70600310|Outils formation continue|2018-023 FC|20180206|2018-023 : Cours Ethique et RSE 2017 - Dijon|0|3378,24|||20180301||
VE|Journal des ventes||20180206|70600000|Prestations de services|70600310|Outils formation continue|2018-022 FC|20180206|2018-022 : Formation "Acquérir les fondamentaux de la RSE"|0|1200,00|||20180301||
VE|Journal des ventes||20180206|41100000|Clients|411ESCD|ESC Djon|2018-024 FC|20180206|2018-024 : Cours Ethique et RSE 2017 - Lyon|1200,00|0|||20180301||
VE|Journal des ventes||20180206|41100000|Clients|411AREVA|Areva Mines|2018-022 FC|20180206|2018-022 : Formation "Acquérir les fondamentaux de la RSE"|1200,00|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|6,75|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|19,20|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|5,75|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|4,83|0|||20180301||
AC|Journal des achats||20180201|42100000|Personnel - rémunérations dues|421NFBON|Note de frais Myriam Boniface|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|0|75,60|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|1,26|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|3,60|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|1,98|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|1,35|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62515000|Autoroutes|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|2,42|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|1,15|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-074 FI|20180201|D-2018-074 : NDF Myriam Boniface 2/2018 (FI)|5,22|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-074 FI|20180201|D-2018-074 : NDF Myriam Boniface 2/2018 (FI)|0,41|0|||20180301||
AC|Journal des achats||20180201|42100000|Personnel - rémunérations dues|421NFBON|Note de frais Myriam Boniface|D-2018-074 FI|20180201|D-2018-074 : NDF Myriam Boniface 2/2018 (FI)|0|39,14|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-074 FI|20180201|D-2018-074 : NDF Myriam Boniface 2/2018 (FI)|7,39|0|||20180301||
AC|Journal des achats||20180201|60600000|Achats non stockés|60627000|Carburant|D-2018-074 FI|20180201|D-2018-074 : NDF Myriam Boniface 2/2018 (FI)|26,12|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|0,48|0|||20180301||
AC|Journal des achats||20180201|42100000|Personnel - rémunérations dues|421NFBON|Note de frais Myriam Boniface|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|0|34,80|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|15,74|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-073 Conseil|20180201|D-2018-073 : NDF Myriam Boniface 2/2018 (Conseil)|0,97|0|||20180301||
AC|Journal des achats||20180201|62600000|Frais postaux et de télécommunications|62682000|1&1 Cloud|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|13,55|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|12,27|0|||20180301||
AC|Journal des achats||20180201|44500000|Etat - Taxes sur le chiffre d'affaires|44566000|TVA sur achats|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|7,97|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|15,17|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62570000|Réceptions|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|21,36|0|||20180301||
AC|Journal des achats||20180201|62500000|Déplacements, missions et réceptions|62510000|Voyages et déplacements|D-2018-072 FC|20180201|D-2018-072 : NDF Myriam Boniface 2/2018 (FC)|19,02|0|||20180301||
AC|Journal des achats||20180201|60600000|Achats non stockés|60627000|Carburant|D-2018-071 FG|20180201|D-2018-071 : NDF Myriam Boniface 2/2018 (FG)|39,82|0|||20180301||
